ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence,MCT_NM
44410D0CB8,202412,마장동,0.02556626,2,Very Low,정상,normal,0.0,거승**
6D76048445,202412,금남시장,0.0298235,2,Very Low,정상,normal,0.0,메가***********
F830EFEDC5,202412,마장동,0.02556626,2,Very Low,정상,normal,0.0,은성***
94795C00AE,202412,성수,0.023863314,2,Very Low,정상,normal,0.0,원디****
8CF0FD6C6A,202412,금남시장,0.028412549,2,Very Low,정상,normal,0.0,청정***
58ABFB3565,202412,,0.02586564,2,Very Low,정상,normal,0.0,김밥**
F1071108E7,202412,왕십리,0.02556626,2,Very Low,정상,normal,0.0,전여******
B01C36F034,202412,뚝섬,0.02499081,2,Very Low,정상,normal,0.0,소바**
43397BFE31,202412,왕십리,0.023343164,2,Very Low,정상,normal,0.0,고기****
C525E44DDB,202412,마장동,0.010424097,1,Very Low,정상,normal,0.0,희망**
70DB9DA8AB,202412,,0.015180649,1,Very Low,정상,normal,0.0,가마***
58168DBBE0,202412,답십리,0.012240716,1,Very Low,정상,normal,0.0,못말****
5D90E2AA8B,202412,,0.016400294,1,Very Low,정상,normal,0.0,리틀**********
1D76CBF64B,202412,,0.015432229,1,Very Low,정상,normal,0.0,부우*
8ED8FEB618,202412,성수,0.01344887,1,Very Low,정상,normal,0.0,기댈*
4888E1AE6C,202412,뚝섬,0.0145655675,1,Very Low,정상,normal,0.0,다*
9911CB0D95,202412,마장동,0.018746423,1,Very Low,정상,normal,0.0,둘*
BF43B6D3DA,202412,뚝섬,0.017464276,1,Very Low,정상,normal,0.0,크로*******
31366725DB,202412,뚝섬,0.015977502,1,Very Low,정상,normal,0.0,조양***
44CA6EDFE3,202412,마장동,0.011954946,1,Very Low,정상,normal,0.0,정육**
1EADD2188F,202412,성수,0.018377038,1,Very Low,정상,normal,0.0,그룬*
97F4462B0F,202412,뚝섬,0.010423728,1,Very Low,정상,normal,0.0,간다****
4E34EC1776,202412,답십리,0.014116991,1,Very Low,정상,normal,0.0,서울**
E6BF54CE96,202412,뚝섬,0.010104309,1,Very Low,정상,normal,0.0,뚝섬******
8D2F0E9170,202412,금남시장,0.016726375,1,Very Low,정상,normal,0.0,희동**
5DD265DF51,202412,성수,0.019074092,1,Very Low,정상,normal,0.0,오한**********
5DC3FB1D5F,202412,옥수,0.010294766,1,Very Low,정상,normal,0.0,코페*******
1CA7D76A49,202412,뚝섬,0.014617551,1,Very Low,정상,normal,0.0,슈*
D3556C1BB8,202412,,0.015503946,1,Very Low,정상,normal,0.0,이레**
FB709A768C,202412,왕십리,0.012662374,1,Very Low,정상,normal,0.0,남매***
7D41119FA7,202412,,0.012936926,1,Very Low,정상,normal,0.0,뚝섬**
D3477E9950,202412,뚝섬,0.015505569,1,Very Low,정상,normal,0.0,포도**
8CA71260B2,202412,,0.019363489,1,Very Low,정상,normal,0.0,이모*****
34202B73D6,202412,마장동,0.0138957715,1,Very Low,정상,normal,0.0,경지**
4E6576A551,202412,성수,0.017306881,1,Very Low,정상,normal,0.0,도*
8C29C85978,202412,,0.012936926,1,Very Low,정상,normal,0.0,피자*******
9749F65AAB,202412,,0.012936926,1,Very Low,정상,normal,0.0,샌드**
00A2CF886A,202412,왕십리,0.017279403,1,Very Low,정상,normal,0.0,별*
FEA22C8CC8,202412,한양대,0.012936926,1,Very Low,정상,normal,0.0,92******
A7D92FCCC6,202412,성수,0.013165407,1,Very Low,정상,normal,0.0,꾸이******
D0C8ACE492,202412,답십리,0.011388773,1,Very Low,정상,normal,0.0,제이****************
E376C90F04,202412,한양대,0.01578531,1,Very Low,정상,normal,0.0,다모*
AA00E76A54,202412,,0.010141894,1,Very Low,정상,normal,0.0,블레****
4A347AF852,202412,뚝섬,0.016286107,1,Very Low,정상,normal,0.0,라이****
788C76269C,202412,,0.012307358,1,Very Low,정상,normal,0.0,성수***
A864979D3D,202412,뚝섬,0.017382106,1,Very Low,정상,normal,0.0,까까**
5AD0940FDD,202412,,0.014802867,1,Very Low,정상,normal,0.0,백억*******
E2E58BA667,202412,뚝섬,0.013833113,1,Very Low,정상,normal,0.0,오늘************
FFE9F1CC6A,202412,답십리,0.012936926,1,Very Low,정상,normal,0.0,김첨*
0B91BA490B,202412,성수,0.016400294,1,Very Low,정상,normal,0.0,은식*
C1B6121B9C,202412,,0.01587245,1,Very Low,정상,normal,0.0,치카*****************
5AF671B1BF,202412,성수,0.012936926,1,Very Low,정상,normal,0.0,오대***
781D674024,202412,성수,0.015415393,1,Very Low,정상,normal,0.0,성수**
A9EDBF95B0,202412,,0.014538606,1,Very Low,정상,normal,0.0,테트****
01AAD3CFFA,202412,왕십리,0.012030475,1,Very Low,정상,normal,0.0,행당**
B17C13DDBE,202412,왕십리,0.017058546,1,Very Low,정상,normal,0.0,82****
D799D3A520,202412,신금호,0.012936926,1,Very Low,정상,normal,0.0,소이**
E24BAE6F44,202412,마장동,0.01662299,1,Very Low,정상,normal,0.0,하경**
39255E94C6,202412,금남시장,0.012425066,1,Very Low,정상,normal,0.0,누림**
394824E6A3,202412,성수,0.019989248,1,Very Low,정상,normal,0.0,만복****
5B33B06965,202412,왕십리,0.011746798,1,Very Low,정상,normal,0.0,진성**
A973A20431,202412,옥수,0.011488177,1,Very Low,정상,normal,0.0,더코***
D140A43C4D,202412,답십리,0.010055164,1,Very Low,정상,normal,0.0,금성**
0CD2370AA8,202412,성수,0.01915707,1,Very Low,정상,normal,0.0,호식**********
AA8C19329D,202412,성수,0.019989248,1,Very Low,정상,normal,0.0,수*
4C54436E59,202412,답십리,0.0128991995,1,Very Low,정상,normal,0.0,맹꽁*
58B8C943BF,202412,,0.013070311,1,Very Low,정상,normal,0.0,아이******
C2A4BBE3AF,202412,,0.012936926,1,Very Low,정상,normal,0.0,태양*****
D2E6E383CD,202412,성수,0.0128991995,1,Very Low,정상,normal,0.0,빽다*******
7608ABD020,202412,한양대,0.013730266,1,Very Low,정상,normal,0.0,해탄******
360DDB462A,202412,,0.01450358,1,Very Low,정상,normal,0.0,키친****
E5A898ED0C,202412,왕십리,0.010865239,1,Very Low,정상,normal,0.0,평강****
E8D1233979,202412,성수,0.012936926,1,Very Low,정상,normal,0.0,해*
E5849C4673,202412,뚝섬,0.012936926,1,Very Low,정상,normal,0.0,성수**
9029249DA3,202412,뚝섬,0.014248395,1,Very Low,정상,normal,0.0,타입*
4208C4C0A7,202412,성수,0.01589851,1,Very Low,정상,normal,0.0,삼오***
5D0C1CAA5E,202412,왕십리,0.017591389,1,Very Low,정상,normal,0.0,라밥******
E508B2FACD,202412,,0.012563333,1,Very Low,정상,normal,0.0,유림****
BFA619CF5E,202412,왕십리,0.017407158,1,Very Low,정상,normal,0.0,시대**
7638584FB7,202412,왕십리,0.011887003,1,Very Low,정상,normal,0.0,왕십*********
79D27C8940,202412,,0.01172297,1,Very Low,정상,normal,0.0,세나*****
CFE95F9727,202412,왕십리,0.013564414,1,Very Low,정상,normal,0.0,스컹*
E4899A583F,202412,한양대,0.019989248,1,Very Low,정상,normal,0.0,브릭****
FF079A30CE,202412,신금호,0.017599145,1,Very Low,정상,normal,0.0,금호***
79892ACBB1,202412,뚝섬,0.019363489,1,Very Low,정상,normal,0.0,메가*********
A7C2307794,202412,옥수,0.011145348,1,Very Low,정상,normal,0.0,콩물*****
5C312171F4,202412,옥수,0.018739436,1,Very Low,정상,normal,0.0,디핀**
E434888409,202412,왕십리,0.019074092,1,Very Low,정상,normal,0.0,먹거****
9041A4EB80,202412,뚝섬,0.016749743,1,Very Low,정상,normal,0.0,카페****
242ECF834A,202412,답십리,0.0105479155,1,Very Low,정상,normal,0.0,동수******
2403DDB210,202412,뚝섬,0.012936926,1,Very Low,정상,normal,0.0,타코****
6139F1970B,202412,뚝섬,0.012168692,1,Very Low,정상,normal,0.0,메시********
BA5B405677,202412,뚝섬,0.019376323,1,Very Low,정상,normal,0.0,백소******
F391294C30,202412,,0.012868102,1,Very Low,정상,normal,0.0,아이***********
9FF9872DBD,202412,,0.012331018,1,Very Low,정상,normal,0.0,어거****
9A2D5845EB,202412,한양대,0.015141299,1,Very Low,정상,normal,0.0,무한**
F3D0744667,202412,,0.010853674,1,Very Low,정상,normal,0.0,비어**
7462B564B6,202412,,0.011388773,1,Very Low,정상,normal,0.0,포케********
BA2517D7FC,202412,왕십리,0.014475363,1,Very Low,정상,normal,0.0,만나**
2CC6C6DCC3,202412,신금호,0.01106334,1,Very Low,정상,normal,0.0,침착*****
0487117D58,202412,한양대,0.016989458,1,Very Low,정상,normal,0.0,카페****************
64B27F3594,202412,행당,0.015907481,1,Very Low,정상,normal,0.0,행복***
9971417E96,202412,,0.011060487,1,Very Low,정상,normal,0.0,오루********
025B95F178,202412,뚝섬,0.01587245,1,Very Low,정상,normal,0.0,짬뽕**
BA09699019,202412,성수,0.01029157,1,Very Low,정상,normal,0.0,싹쓰***
DCDA685076,202412,뚝섬,0.016242879,1,Very Low,정상,normal,0.0,시치**********
239B67CD70,202412,옥수,0.013882638,1,Very Low,정상,normal,0.0,한남****
66CF03A8B9,202412,,0.012425066,1,Very Low,정상,normal,0.0,헬키*******
99EA6AF2C9,202412,왕십리,0.015907481,1,Very Low,정상,normal,0.0,홍능******
819DFB541A,202412,옥수,0.012936926,1,Very Low,정상,normal,0.0,세이**
6BE89B7997,202412,왕십리,0.013361112,1,Very Low,정상,normal,0.0,모두*******
8177FA0EF1,202412,뚝섬,0.01577121,1,Very Low,정상,normal,0.0,카페**
16C1722BC0,202412,,0.014047431,1,Very Low,정상,normal,0.0,디무*********
B95A7665A4,202412,한양대,0.016441459,1,Very Low,정상,normal,0.0,호말**
B94F386154,202412,왕십리,0.016048774,1,Very Low,정상,normal,0.0,장수***
2E11392CA8,202412,마장동,0.01662299,1,Very Low,정상,normal,0.0,대*
88714937FD,202412,,0.013165407,1,Very Low,정상,normal,0.0,닭한*****
9D398728FE,202412,,0.012936926,1,Very Low,정상,normal,0.0,텍사***********
28F229AEF2,202412,뚝섬,0.01218404,1,Very Low,정상,normal,0.0,뚝섬**
636DB3B918,202412,신금호,0.01184905,1,Very Low,정상,normal,0.0,나영**
3FEEF8EC29,202412,,0.012936926,1,Very Low,정상,normal,0.0,헨리****
2816E24ED9,202412,왕십리,0.010644323,1,Very Low,정상,normal,0.0,호호***
86D853E501,202412,,0.0128991995,1,Very Low,정상,normal,0.0,아이***
9DE5AC9FFD,202412,성수,0.019363489,1,Very Low,정상,normal,0.0,빽다**********
62DA6EB79A,202412,한양대,0.012606875,1,Very Low,정상,normal,0.0,치폴******
2A0922EAA7,202412,답십리,0.010275593,1,Very Low,정상,normal,0.0,양마*******
85265A7A7A,202412,성수,0.013730266,1,Very Low,정상,normal,0.0,천하*****
0C73E5FAC6,202412,,0.012936926,1,Very Low,정상,normal,0.0,체온*******
0C9C887E27,202412,,0.012630407,1,Very Low,정상,normal,0.0,에이******
BC088F9E92,202412,옥수,0.011545431,1,Very Low,정상,normal,0.0,동보*
DBD3191157,202412,뚝섬,0.017654847,1,Very Low,정상,normal,0.0,짬뽕******
735CDC10F9,202412,뚝섬,0.016825609,1,Very Low,정상,normal,0.0,일로*******
458600B5F4,202412,왕십리,0.013730266,1,Very Low,정상,normal,0.0,이자**********
F15C05A1D9,202412,행당,0.013730266,1,Very Low,정상,normal,0.0,신사*******
62170CD834,202412,,0.015957901,1,Very Low,정상,normal,0.0,장수****
51546F4B94,202412,성수,0.012728982,1,Very Low,정상,normal,0.0,연탄***
C82F7B7133,202412,왕십리,0.012936926,1,Very Low,정상,normal,0.0,성수********
F1D42A1E4A,202412,한양대,0.013625871,1,Very Low,정상,normal,0.0,커농**
9AD3FE4011,202412,금남시장,0.0128991995,1,Very Low,정상,normal,0.0,아이************
BC8AC58034,202412,,0.018634183,1,Very Low,정상,normal,0.0,두*
9F35038F41,202412,금남시장,0.01172297,1,Very Low,정상,normal,0.0,금호**
249C65ED4B,202412,금남시장,0.011849871,1,Very Low,정상,normal,0.0,느*
63FA0DEB58,202412,,0.012162795,1,Very Low,정상,normal,0.0,계동**
F2A06B9694,202412,신금호,0.010611231,1,Very Low,정상,normal,0.0,이디*************
9C3495D73F,202412,한양대,0.017819054,1,Very Low,정상,normal,0.0,한솥************
C5CC45C4BE,202412,,0.011677117,1,Very Low,정상,normal,0.0,호식***********
5FCE089938,202412,,0.010955092,1,Very Low,정상,normal,0.0,이디******
80847B8A08,202412,,0.016048774,1,Very Low,정상,normal,0.0,한우**
F794B9D76C,202412,한양대,0.011915943,1,Very Low,정상,normal,0.0,더 *
20EF59F929,202412,성수,0.010116578,1,Very Low,정상,normal,0.0,신선*******
80DB3D6336,202412,금남시장,0.01767916,1,Very Low,정상,normal,0.0,피자*****
050581F0EE,202412,성수,0.012936926,1,Very Low,정상,normal,0.0,성수****
15EE2AE836,202412,금남시장,0.015503946,1,Very Low,정상,normal,0.0,조아*******
162D2613BC,202412,답십리,0.01819822,1,Very Low,정상,normal,0.0,도네*
F744DF2779,202412,왕십리,0.018648319,1,Very Low,정상,normal,0.0,왕십*****
C5F8521BC4,202412,답십리,0.017577048,1,Very Low,정상,normal,0.0,명륜********
D47A773B8E,202412,왕십리,0.017170899,1,Very Low,정상,normal,0.0,스시****
6D684E1B4C,202412,뚝섬,0.011324304,1,Very Low,정상,normal,0.0,소코*****
DD91730DEC,202412,성수,0.013592227,1,Very Low,정상,normal,0.0,전통*****
46B8E61C45,202412,옥수,0.01957741,1,Very Low,정상,normal,0.0,스윗*****
19325B3A29,202412,옥수,0.012801952,1,Very Low,정상,normal,0.0,캘*
407EA64E55,202412,왕십리,0.016307794,1,Very Low,정상,normal,0.0,고깃****
811AC91E1F,202412,성수,0.015966088,1,Very Low,정상,normal,0.0,김밥**
DDF9F33035,202412,답십리,0.015503946,1,Very Low,정상,normal,0.0,또바***
2FEF6803AC,202412,한양대,0.011060487,1,Very Low,정상,normal,0.0,끄트***
C605E52DD9,202412,금남시장,0.017418044,1,Very Low,정상,normal,0.0,금호**
B9BF272ED9,202412,성수,0.0128991995,1,Very Low,정상,normal,0.0,삼미*****
ACC89DAC44,202412,마장동,0.01025585,1,Very Low,정상,normal,0.0,대호**
896B3E4961,202412,행당,0.019018196,1,Very Low,정상,normal,0.0,조여*
055544325C,202412,금남시장,0.017276602,1,Very Low,정상,normal,0.0,라 ******
20A41DB343,202412,뚝섬,0.012667943,1,Very Low,정상,normal,0.0,야끼****
A1DD765AC4,202412,뚝섬,0.011294792,1,Very Low,정상,normal,0.0,오늘******
AD045C18E5,202412,신금호,0.018399687,1,Very Low,정상,normal,0.0,그로****
46F56D0D63,202412,왕십리,0.019363489,1,Very Low,정상,normal,0.0,메가************
46EE1185BE,202412,한양대,0.01834244,1,Very Low,정상,normal,0.0,삼거***
C6A7D1B09B,202412,왕십리,0.012387488,1,Very Low,정상,normal,0.0,카페**
A2F31AB139,202412,,0.014878955,1,Very Low,정상,normal,0.0,쿠*
10BD656C9F,202412,,0.009506708,0,Very Low,정상,normal,0.0,깐부*******
03A222EE9D,202412,한양대,0.0001776682,0,Very Low,정상,normal,0.0,놀란*
B2E0EBD449,202412,왕십리,3.7408288e-06,0,Very Low,정상,normal,0.0,전주*******
B215092E54,202412,답십리,2.5692234e-06,0,Very Low,정상,normal,0.0,사보******
109684EF6A,202412,,1.5348427e-05,0,Very Low,정상,normal,0.0,올드**
039869F9F9,202412,성수,2.2023905e-05,0,Very Low,정상,normal,0.0,오마************
03A581D873,202412,한양대,0.00012698356,0,Very Low,정상,normal,0.0,원조*******
B2A570260C,202412,뚝섬,6.131775e-05,0,Very Low,정상,normal,0.0,청록***
0400611A92,202412,,1.0276784e-05,0,Very Low,정상,normal,0.0,겨울**
B2097EA52F,202412,한양대,0.0007725655,0,Very Low,정상,normal,0.0,호호**
1166DE00E7,202412,성수,0.000101005804,0,Very Low,정상,normal,0.0,블루***
B33DBE6CAA,202412,왕십리,5.0884323e-06,0,Very Low,정상,normal,0.0,원조*****
B35562BF7A,202412,,0.0029020165,0,Very Low,정상,normal,0.0,봉추********
B34F7214E8,202412,왕십리,2.3502553e-06,0,Very Low,정상,normal,0.0,감*
1184FDF48F,202412,한양대,0.00052369403,0,Very Low,정상,normal,0.0,사*
B3517137A0,202412,,4.1231306e-05,0,Very Low,정상,normal,0.0,명원***
119075288D,202412,뚝섬,0.0005604097,0,Very Low,정상,normal,0.0,삽다****
B2A47557AD,202412,,5.6874494e-05,0,Very Low,정상,normal,0.0,교촌*******
B3628DE20B,202412,옥수,6.268574e-05,0,Very Low,정상,normal,0.0,와인***
03DCE2BB5C,202412,성수,0.0003136975,0,Very Low,정상,normal,0.0,메가**
03BE2D577F,202412,성수,0.00041430644,0,Very Low,정상,normal,0.0,커피************
03803D77FE,202412,한양대,4.5614393e-06,0,Very Low,정상,normal,0.0,엄마*
B3301EF2AC,202412,금남시장,0.0008466117,0,Very Low,정상,normal,0.0,부원**
112C9E0C52,202412,마장동,0.0015402255,0,Very Low,정상,normal,0.0,대구*
B269C5084C,202412,,3.8096674e-05,0,Very Low,정상,normal,0.0,바로*
11191365FD,202412,금남시장,0.00051093125,0,Very Low,정상,normal,0.0,목화**
036B3FD49B,202412,성수,8.526259e-07,0,Very Low,정상,normal,0.0,컴포***************
041B7CBFB0,202412,,3.3934878e-06,0,Very Low,정상,normal,0.0,찰리****
B2672BB7CB,202412,금남시장,0.0010102286,0,Very Low,정상,normal,0.0,경성**
1112ACEF8D,202412,성수,5.408691e-07,0,Very Low,정상,normal,0.0,신화***
B3116E5135,202412,성수,0.0004172957,0,Very Low,정상,normal,0.0,장미***
B258F812BE,202412,답십리,0.00078769604,0,Very Low,정상,normal,0.0,참치**
1109D8FCC5,202412,마장동,0.008201878,0,Very Low,정상,normal,0.0,양지**
0495B069FF,202412,,0.0005255295,0,Very Low,정상,normal,0.0,다다**
B331A6B056,202412,행당,9.255791e-06,0,Very Low,정상,normal,0.0,태은**
B239A919FA,202412,,8.893117e-08,0,Very Low,정상,normal,0.0,고기**
03C7EBD774,202412,옥수,6.9789684e-07,0,Very Low,정상,normal,0.0,와이**
10FA1CC7BC,202412,성수,0.00011916065,0,Very Low,정상,normal,0.0,성수**
115B45FBBE,202412,뚝섬,0.005942362,0,Very Low,정상,normal,0.0,정선***
10ED44611E,202412,성수,0.0049189315,0,Very Low,정상,normal,0.0,에이***
B23694E88A,202412,,3.4514295e-07,0,Very Low,정상,normal,0.0,남양**
B2319196A9,202412,,1.2827201e-06,0,Very Low,정상,normal,0.0,컴포**********
037D7CDBAE,202412,옥수,0.00013190342,0,Very Low,정상,normal,0.0,좋은*****
10E976D7AB,202412,왕십리,0.0011794021,0,Very Low,정상,normal,0.0,행당****
1164A7B9D5,202412,성수,0.00015479067,0,Very Low,정상,normal,0.0,성수****
B30333D048,202412,,0.0012980655,0,Very Low,정상,normal,0.0,할루***
B2240E407A,202412,성수,0.00028568294,0,Very Low,정상,normal,0.0,에이*********
B2FF6DD7D1,202412,뚝섬,1.814526e-07,0,Very Low,정상,normal,0.0,카타***
04A4FBD34D,202412,뚝섬,0.0013050727,0,Very Low,정상,normal,0.0,턴업********
10D9319CCB,202412,왕십리,2.9948074e-05,0,Very Low,정상,normal,0.0,더블*
B2FEC8DC0B,202412,,6.832246e-05,0,Very Low,정상,normal,0.0,한나*******
10BF2110CC,202412,성수,4.3994765e-05,0,Very Low,정상,normal,0.0,올드*********
B2378AFA3D,202412,한양대,0.0007539019,0,Very Low,정상,normal,0.0,성일***
BD1918BD51,202412,성수,5.8061155e-06,0,Very Low,정상,normal,0.0,또*
BD237E8126,202412,뚝섬,4.5288813e-05,0,Very Low,정상,normal,0.0,페로************
BD50B5B681,202412,한양대,1.4215445e-06,0,Very Low,정상,normal,0.0,행복*********
BD59CF16DF,202412,한양대,1.3357794e-06,0,Very Low,정상,normal,0.0,on****
BD730ED969,202412,왕십리,5.361259e-07,0,Very Low,정상,normal,0.0,씨씨****
BD7955F77D,202412,,3.6361493e-05,0,Very Low,정상,normal,0.0,떡볶****************
BD8A0F6D76,202412,왕십리,0.0033955183,0,Very Low,정상,normal,0.0,렉스*****
BDB8AA2BA9,202412,마장동,0.003668598,0,Very Low,정상,normal,0.0,마장**
BDC0AED34F,202412,,1.8423744e-06,0,Very Low,정상,normal,0.0,커피**
B1EF04652A,202412,왕십리,9.4577175e-05,0,Very Low,정상,normal,0.0,명*
BDCFBDEA2B,202412,성수,0.0014319876,0,Very Low,정상,normal,0.0,위풍*******
BDDF5CFB2D,202412,,0.00073728175,0,Very Low,정상,normal,0.0,남양***
BDEBB09D4F,202412,,0.0011968617,0,Very Low,정상,normal,0.0,본토****
BDF140D87B,202412,답십리,2.0317812e-05,0,Very Low,정상,normal,0.0,이천***
BE0A7DD7AB,202412,금남시장,0.00053419796,0,Very Low,정상,normal,0.0,더벤*
BE122C35E1,202412,,0.001073944,0,Very Low,정상,normal,0.0,이유**********
BE1E68810C,202412,성수,8.223083e-05,0,Very Low,정상,normal,0.0,더다*
BE1F11407F,202412,왕십리,0.0006377687,0,Very Low,정상,normal,0.0,한량**
BE22760D64,202412,성수,0.006741952,0,Very Low,정상,normal,0.0,고기*
BDC1AFBD07,202412,성수,7.682126e-05,0,Very Low,정상,normal,0.0,장위*********
BB15AB32DE,202412,성수,0.0015746033,0,Very Low,정상,normal,0.0,이안**
BB1FB6818D,202412,,0.0014570776,0,Very Low,정상,normal,0.0,눈누**
BB508E9B60,202412,금남시장,5.3710097e-05,0,Very Low,정상,normal,0.0,아우***************
BB59A21676,202412,,8.446166e-06,0,Very Low,정상,normal,0.0,너랑**********
BB82FCB163,202412,왕십리,1.0627054e-05,0,Very Low,정상,normal,0.0,볼카***
BB958EC353,202412,왕십리,2.0763713e-05,0,Very Low,정상,normal,0.0,육*
BBA657190E,202412,,0.0049265344,0,Very Low,정상,normal,0.0,신금******
BBC08E8D52,202412,건대입구,0.00074213755,0,Very Low,정상,normal,0.0,베트*********
BBD2264CC9,202412,,0.00023530875,0,Very Low,정상,normal,0.0,바*
BCE250D47B,202412,,8.212403e-07,0,Very Low,정상,normal,0.0,한*
BBE10BA891,202412,,1.3681387e-06,0,Very Low,정상,normal,0.0,초원**
BC04FDC81C,202412,뚝섬,1.9165045e-06,0,Very Low,정상,normal,0.0,미디***
BC2FFDF526,202412,금남시장,0.00069738313,0,Very Low,정상,normal,0.0,산청**
BC38E02E89,202412,왕십리,0.0013147527,0,Very Low,정상,normal,0.0,곱창****
BC3B472D8E,202412,한양대,2.1153233e-05,0,Very Low,정상,normal,0.0,갈십*
BC73C4C3E0,202412,왕십리,0.00012352785,0,Very Low,정상,normal,0.0,전주**
BC7E71B9C9,202412,뚝섬,6.642299e-05,0,Very Low,정상,normal,0.0,스트*********
BCB8BCC1D2,202412,뚝섬,0.0005264891,0,Very Low,정상,normal,0.0,스윗***
BCC0F33208,202412,성수,6.610892e-05,0,Very Low,정상,normal,0.0,금*
BCCC2086A0,202412,옥수,0.0001757191,0,Very Low,정상,normal,0.0,등촌*********
BBD8478BE6,202412,성수,3.2126092e-05,0,Very Low,정상,normal,0.0,성수******
BFA2953286,202412,왕십리,0.00016229044,0,Very Low,정상,normal,0.0,여러**********
BFD54A2373,202412,뚝섬,0.00017912564,0,Very Low,정상,normal,0.0,힘냉*
BFD597B479,202412,왕십리,6.6025634e-05,0,Very Low,정상,normal,0.0,한사**********
BFFAC4B600,202412,성수,1.809798e-05,0,Very Low,정상,normal,0.0,호랑*
C01850577F,202412,,0.00015512845,0,Very Low,정상,normal,0.0,도론******
C02F2D3CAA,202412,,2.5914196e-05,0,Very Low,정상,normal,0.0,안수*
C04BD1DD58,202412,,0.00023717624,0,Very Low,정상,normal,0.0,이디*********
C04EA4122D,202412,뚝섬,0.0003453747,0,Very Low,정상,normal,0.0,홍성*
C068094A9E,202412,답십리,0.00033237413,0,Very Low,정상,normal,0.0,불티**
BE39038248,202412,성수,1.3492146e-05,0,Very Low,정상,normal,0.0,일호*
C07C0292B5,202412,성수,1.0541267e-05,0,Very Low,정상,normal,0.0,더블********
C08E57AC76,202412,마장동,5.8123483e-06,0,Very Low,정상,normal,0.0,남문******
C0A51FB362,202412,한양대,0.0011509182,0,Very Low,정상,normal,0.0,타이******************
C0B5FF000E,202412,장한평자동차,0.0013796693,0,Very Low,정상,normal,0.0,시골******
C0CA103816,202412,왕십리,1.54101e-06,0,Very Low,정상,normal,0.0,농부**
C0FFD3E7B0,202412,,6.436176e-05,0,Very Low,정상,normal,0.0,체체*********
C11AF827CF,202412,왕십리,0.00045076935,0,Very Low,정상,normal,0.0,담솥******
C12009C4BE,202412,뚝섬,5.758786e-05,0,Very Low,정상,normal,0.0,퀴*
C135324315,202412,금남시장,0.005949743,0,Very Low,정상,normal,0.0,북어**
C078C96A10,202412,뚝섬,7.2370945e-05,0,Very Low,정상,normal,0.0,피카***
BE3EAEA415,202412,답십리,0.00030459792,0,Very Low,정상,normal,0.0,별난**
BE3F9032F3,202412,옥수,0.005980565,0,Very Low,정상,normal,0.0,모찌**
BE527144E5,202412,행당,0.004046653,0,Very Low,정상,normal,0.0,베스****
BE646F48C4,202412,왕십리,9.0631205e-05,0,Very Low,정상,normal,0.0,카페***
BE6D091D98,202412,한양대,0.0008149042,0,Very Low,정상,normal,0.0,우*
BE7CFBC6B2,202412,뚝섬,0.0004987636,0,Very Low,정상,normal,0.0,피비**
BE7D01F20E,202412,한양대,0.00023893641,0,Very Low,정상,normal,0.0,구이**
BE98ECE2C2,202412,마장동,2.813093e-07,0,Very Low,정상,normal,0.0,남원***
BEC769D20C,202412,금남시장,1.296494e-07,0,Very Low,정상,normal,0.0,시장**
BF9A1F66F9,202412,옥수,0.004614189,0,Very Low,정상,normal,0.0,문화**
BEFC627F89,202412,왕십리,1.6292132e-06,0,Very Low,정상,normal,0.0,오시*
BEFEB9CFAD,202412,신금호,0.00023782635,0,Very Low,정상,normal,0.0,금호****
BEFFE2D107,202412,성수,0.002700073,0,Very Low,정상,normal,0.0,홍보*
BF08598BF2,202412,왕십리,3.4753868e-06,0,Very Low,정상,normal,0.0,에코****
BF12B3B125,202412,성수,1.3274575e-05,0,Very Low,정상,normal,0.0,성동**
BF702C4B97,202412,,1.2250919e-05,0,Very Low,정상,normal,0.0,성수**
BF8AD0410C,202412,성수,0.0006343875,0,Very Low,정상,normal,0.0,호랑***
BF8F8AFC4B,202412,,1.1254733e-05,0,Very Low,정상,normal,0.0,쉭앤******************
BF95976F07,202412,성수,0.0001161434,0,Very Low,정상,normal,0.0,파트**********
BF9955B7C9,202412,성수,0.0011848537,0,Very Low,정상,normal,0.0,코스****
BEFB51F3ED,202412,금남시장,3.367381e-05,0,Very Low,정상,normal,0.0,뚱이***
B5A87E019D,202412,성수,0.00014589276,0,Very Low,정상,normal,0.0,포도************
B5AD8350EE,202412,장한평자동차,4.5892982e-08,0,Very Low,정상,normal,0.0,동대******
B5B9521F58,202412,뚝섬,4.9339385e-05,0,Very Low,정상,normal,0.0,성수**
B5D809A744,202412,한양대,6.8404147e-06,0,Very Low,정상,normal,0.0,남도***
B5E96D7BB4,202412,한양대,7.779984e-06,0,Very Low,정상,normal,0.0,오잉********
B5FA7D1201,202412,왕십리,1.6175267e-05,0,Very Low,정상,normal,0.0,행복**
B602E6FF55,202412,,0.00080388784,0,Very Low,정상,normal,0.0,트리***
B615F252E2,202412,왕십리,0.0001339825,0,Very Low,정상,normal,0.0,메이******
B638F301B1,202412,행당,0.0017028295,0,Very Low,정상,normal,0.0,무학********
BB0E64E609,202412,,1.3704338e-05,0,Very Low,정상,normal,0.0,그린****************
B671472E12,202412,성수,1.1735745e-05,0,Very Low,정상,normal,0.0,토원****
